School Name,Board Name,Municipality,School Level,School Language,Grade6Reading,LowIncome_pct,NoDegree_pct,Density_2021,Grade6Reading_pct,Grade6Writing_pct,Grade6Math_pct,Grade3Reading_pct,Grade3Math_pct,Grade6Reading_3yr_change,Grade6Math_3yr_change,SpecialEd_pct,Enrolment,City,Latitude,Longitude,EquityRisk
St Matthew Catholic School,Toronto CDSB,toronto,Elementary,English,55.0,10.0,15.0,4427.8,55%,76%,30%,64%,38%,-28.0,16.0,20,470,Toronto,43.68053,-79.4678,True
St Matthias Catholic School,Toronto CDSB,toronto,Elementary,English,76.0,10.0,10.0,4427.8,76%,76%,40%,86%,68%,-7.0,-8.0,15,220,Toronto,43.78508,-79.3596,False
St Matthias Catholic School,Toronto CDSB,toronto,Elementary,English,76.0,10.0,10.0,4427.8,76%,76%,40%,86%,68%,-7.0,-8.0,15,220,Toronto,43.78508,-79.3596,False
St Maurice Catholic School,Toronto CDSB,toronto,Elementary,English,56.0,20.0,15.0,4427.8,56%,52%,16%,56%,48%,-24.0,-16.0,10,325,Toronto,43.69829,-79.5539,True
St Maurice Catholic School,Toronto CDSB,toronto,Elementary,English,56.0,20.0,15.0,4427.8,56%,52%,16%,56%,48%,-24.0,-16.0,10,325,Toronto,43.69829,-79.5539,True
St Michael's Choir (Jr) School,Toronto CDSB,toronto,Elementary,English,100.0,5.0,0.0,4427.8,100%,100%,79%,89%,84%,0.0,-21.0,10,140,Toronto,43.65534,-79.3777,False
St Michael's Choir (Jr) School,Toronto CDSB,toronto,Elementary,English,100.0,5.0,0.0,4427.8,100%,100%,79%,89%,84%,0.0,-21.0,10,140,Toronto,43.65534,-79.3777,False
St Monica Catholic School,Toronto CDSB,toronto,Elementary,English,88.0,20.0,0.0,4427.8,88%,92%,67%,69%,54%,-4.0,9.0,10,340,Toronto,43.70996,-79.3976,False
St Monica Catholic School,Toronto CDSB,toronto,Elementary,English,88.0,20.0,0.0,4427.8,88%,92%,67%,69%,54%,-4.0,9.0,10,340,Toronto,43.70996,-79.3976,False
St Nicholas Catholic School,Toronto CDSB,toronto,Elementary,English,93.0,10.0,5.0,4427.8,93%,89%,41%,76%,46%,7.0,12.0,10,380,Toronto,43.69132,-79.2982,False
St Nicholas Catholic School,Toronto CDSB,toronto,Elementary,English,93.0,10.0,5.0,4427.8,93%,89%,41%,76%,46%,7.0,12.0,10,380,Toronto,43.69132,-79.2982,False
St Nicholas of Bari Catholic School,Toronto CDSB,toronto,Elementary,English,76.0,10.0,20.0,4427.8,76%,76%,38%,64%,48%,4.0,12.0,15,495,Toronto,43.68328,-79.4607,False
St Nicholas of Bari Catholic School,Toronto CDSB,toronto,Elementary,English,76.0,10.0,20.0,4427.8,76%,76%,38%,64%,48%,4.0,12.0,15,495,Toronto,43.68328,-79.4607,False
St Norbert Catholic School,Toronto CDSB,toronto,Elementary,English,78.0,10.0,5.0,4427.8,78%,89%,41%,77%,68%,-2.0,3.0,5,335,Toronto,43.73457,-79.4643,False
St Norbert Catholic School,Toronto CDSB,toronto,Elementary,English,78.0,10.0,5.0,4427.8,78%,89%,41%,77%,68%,-2.0,3.0,5,335,Toronto,43.73457,-79.4643,False
St Paschal Baylon Catholic School,Toronto CDSB,toronto,Elementary,English,88.0,12.0,3.0,4427.8,88%,90%,56%,85%,65%,4.0,16.0,13,730,Toronto,43.79192,-79.4316,False
St Paschal Baylon Catholic School,Toronto CDSB,toronto,Elementary,English,88.0,12.0,3.0,4427.8,88%,90%,56%,85%,65%,4.0,16.0,13,730,Toronto,43.79192,-79.4316,False
St Paul Catholic School,Toronto CDSB,toronto,Elementary,English,89.0,25.0,15.0,4427.8,89%,85%,26%,55%,76%,0.0,-30.0,10,235,Toronto,43.65571,-79.3613,False
St Paul Catholic School,Toronto CDSB,toronto,Elementary,English,89.0,25.0,15.0,4427.8,89%,85%,26%,55%,76%,0.0,-30.0,10,235,Toronto,43.65571,-79.3613,False
St Paul VI Catholic School,Toronto CDSB,toronto,Elementary,English,92.0,10.0,10.0,4427.8,92%,88%,38%,69%,38%,5.0,-26.0,20,250,Toronto,43.67432,-79.4575,False
St Paul VI Catholic School,Toronto CDSB,toronto,Elementary,English,92.0,10.0,10.0,4427.8,92%,88%,38%,69%,38%,5.0,-26.0,20,250,Toronto,43.67432,-79.4575,False
St Pius X Catholic School,Toronto CDSB,toronto,Elementary,English,90.0,10.0,0.0,4427.8,90%,88%,62%,90%,87%,-4.0,-7.0,10,355,Toronto,43.6511,-79.485,False
St Pius X Catholic School,Toronto CDSB,toronto,Elementary,English,90.0,10.0,0.0,4427.8,90%,88%,62%,90%,87%,-4.0,-7.0,10,355,Toronto,43.6511,-79.485,False
St Raphael Catholic School,Toronto CDSB,toronto,Elementary,English,87.0,12.0,9.0,4427.8,87%,85%,40%,81%,56%,11.0,8.0,14,515,Toronto,43.72871,-79.489,False
St Raphael Catholic School,Toronto CDSB,toronto,Elementary,English,87.0,12.0,9.0,4427.8,87%,85%,40%,81%,56%,11.0,8.0,14,515,Toronto,43.72871,-79.489,False
St Richard Catholic School,Toronto CDSB,toronto,Elementary,English,86.0,15.0,10.0,4427.8,86%,86%,44%,59%,41%,-10.0,-17.0,20,385,Toronto,43.76839,-79.2397,False
St Richard Catholic School,Toronto CDSB,toronto,Elementary,English,86.0,15.0,10.0,4427.8,86%,86%,44%,59%,41%,-10.0,-17.0,20,385,Toronto,43.76839,-79.2397,False
St Robert Catholic School,Toronto CDSB,toronto,Elementary,English,87.0,10.0,3.0,4427.8,87%,90%,63%,65%,52%,8.0,29.0,8,665,NORTH YORK,43.74957,-79.4443,False
St Robert Catholic School,Toronto CDSB,toronto,Elementary,English,87.0,10.0,3.0,4427.8,87%,90%,63%,65%,52%,8.0,29.0,8,665,NORTH YORK,43.74957,-79.4443,False
St Roch Catholic School,Toronto CDSB,toronto,Elementary,English,77.0,15.0,10.0,4427.8,77%,77%,26%,82%,64%,0.0,-22.0,20,355,Toronto,43.75397,-79.5661,False
St Roch Catholic School,Toronto CDSB,toronto,Elementary,English,77.0,15.0,10.0,4427.8,77%,77%,26%,82%,64%,0.0,-22.0,20,355,Toronto,43.75397,-79.5661,False
St Rose of Lima Catholic School,Toronto CDSB,toronto,Elementary,English,86.0,15.0,5.0,4427.8,86%,76%,43%,72%,50%,-3.0,3.0,20,400,Toronto,43.75712,-79.2407,False
St Rose of Lima Catholic School,Toronto CDSB,toronto,Elementary,English,86.0,15.0,5.0,4427.8,86%,76%,43%,72%,50%,-3.0,3.0,20,400,Toronto,43.75712,-79.2407,False
St Sebastian Catholic School,Toronto CDSB,toronto,Elementary,English,100.0,10.0,5.0,4427.8,100%,100%,78%,100%,100%,19.0,13.0,30,220,Toronto,43.66283,-79.4398,False
St Sebastian Catholic School,Toronto CDSB,toronto,Elementary,English,100.0,10.0,5.0,4427.8,100%,100%,78%,100%,100%,19.0,13.0,30,220,Toronto,43.66283,-79.4398,False
St Simon Catholic School,Toronto CDSB,toronto,Elementary,English,83.0,11.0,6.0,4427.8,83%,83%,46%,88%,63%,-6.0,7.0,11,510,North York,43.71961,-79.5359,False
St Simon Catholic School,Toronto CDSB,toronto,Elementary,English,83.0,11.0,6.0,4427.8,83%,83%,46%,88%,63%,-6.0,7.0,11,510,North York,43.71961,-79.5359,False
St Stephen Catholic School,Toronto CDSB,toronto,Elementary,English,69.0,15.0,10.0,4427.8,69%,81%,27%,67%,30%,-9.0,-2.0,20,305,Toronto,43.72199,-79.5544,False
St Stephen Catholic School,Toronto CDSB,toronto,Elementary,English,69.0,15.0,10.0,4427.8,69%,81%,27%,67%,30%,-9.0,-2.0,20,305,Toronto,43.72199,-79.5544,False
St Sylvester Catholic School,Toronto CDSB,toronto,Elementary,English,100.0,10.0,10.0,4427.8,100%,90%,90%,87%,93%,0.0,-10.0,10,135,Toronto,43.80559,-79.3021,False
St Sylvester Catholic School,Toronto CDSB,toronto,Elementary,English,100.0,10.0,10.0,4427.8,100%,90%,90%,87%,93%,0.0,-10.0,10,135,Toronto,43.80559,-79.3021,False
St Theresa Shrine Catholic School,Toronto CDSB,toronto,Elementary,English,92.0,10.0,5.0,4427.8,92%,96%,44%,83%,70%,13.0,7.0,10,225,Toronto,43.71558,-79.2424,False
St Theresa Shrine Catholic School,Toronto CDSB,toronto,Elementary,English,92.0,10.0,5.0,4427.8,92%,96%,44%,83%,70%,13.0,7.0,10,225,Toronto,43.71558,-79.2424,False
St Thomas Aquinas Catholic School,Toronto CDSB,toronto,Elementary,English,78.0,10.0,10.0,4427.8,78%,76%,41%,84%,77%,-9.0,15.0,10,405,Toronto,43.69591,-79.4451,False
St Thomas Aquinas Catholic School,Toronto CDSB,toronto,Elementary,English,78.0,10.0,10.0,4427.8,78%,76%,41%,84%,77%,-9.0,15.0,10,405,Toronto,43.69591,-79.4451,False
St Thomas More Catholic School,Toronto CDSB,toronto,Elementary,English,89.0,15.0,10.0,4427.8,89%,89%,48%,88%,52%,-3.0,2.0,15,270,Toronto,43.77841,-79.2251,False
St Thomas More Catholic School,Toronto CDSB,toronto,Elementary,English,89.0,15.0,10.0,4427.8,89%,89%,48%,88%,52%,-3.0,2.0,15,270,Toronto,43.77841,-79.2251,False
St Timothy Catholic School,Toronto CDSB,toronto,Elementary,English,89.0,19.0,5.0,4427.8,89%,94%,46%,73%,56%,1.0,4.0,11,595,Toronto,43.77453,-79.3508,False
St Timothy Catholic School,Toronto CDSB,toronto,Elementary,English,89.0,19.0,5.0,4427.8,89%,94%,46%,73%,56%,1.0,4.0,11,595,Toronto,43.77453,-79.3508,False
St Ursula Catholic School,Toronto CDSB,toronto,Elementary,English,79.0,5.0,0.0,4427.8,79%,83%,33%,100%,66%,-12.0,-22.0,10,220,Toronto,43.74982,-79.1997,False
St Ursula Catholic School,Toronto CDSB,toronto,Elementary,English,79.0,5.0,0.0,4427.8,79%,83%,33%,100%,66%,-12.0,-22.0,10,220,Toronto,43.74982,-79.1997,False
St Victor Catholic School,Toronto CDSB,toronto,Elementary,English,96.0,15.0,5.0,4427.8,96%,96%,62%,60%,53%,17.0,17.0,15,335,Toronto,43.76907,-79.2591,False
St Victor Catholic School,Toronto CDSB,toronto,Elementary,English,96.0,15.0,5.0,4427.8,96%,96%,62%,60%,53%,17.0,17.0,15,335,Toronto,43.76907,-79.2591,False
St Vincent de Paul Catholic School,Toronto CDSB,toronto,Elementary,English,94.0,5.0,0.0,4427.8,94%,91%,56%,100%,92%,-6.0,13.0,15,265,Toronto,43.64668,-79.4478,False
St Vincent de Paul Catholic School,Toronto CDSB,toronto,Elementary,English,94.0,5.0,0.0,4427.8,94%,91%,56%,100%,92%,-6.0,13.0,15,265,Toronto,43.64668,-79.4478,False
St Wilfrid Catholic School,Toronto CDSB,toronto,Elementary,English,71.0,16.0,11.0,4427.8,71%,75%,24%,82%,60%,-13.0,-21.0,12,600,Toronto,43.7601,-79.5025,False
St Wilfrid Catholic School,Toronto CDSB,toronto,Elementary,English,71.0,16.0,11.0,4427.8,71%,75%,24%,82%,60%,-13.0,-21.0,12,600,Toronto,43.7601,-79.5025,False
St. Margherita of Cittá di Castello Catholic School,Toronto CDSB,toronto,Elementary,English,89.0,10.0,10.0,4427.8,89%,89%,43%,80%,57%,14.0,35.0,30,295,Toronto,43.74319,-79.5077,False
St. Margherita of Cittá di Castello Catholic School,Toronto CDSB,toronto,Elementary,English,89.0,10.0,10.0,4427.8,89%,89%,43%,80%,57%,14.0,35.0,30,295,Toronto,43.74319,-79.5077,False
Stella Maris Catholic School,Toronto CDSB,toronto,Elementary,English,87.0,5.0,10.0,4427.8,87%,100%,53%,83%,44%,13.0,11.0,25,250,Toronto,43.67974,-79.4445,False
Stella Maris Catholic School,Toronto CDSB,toronto,Elementary,English,87.0,5.0,10.0,4427.8,87%,100%,53%,83%,44%,13.0,11.0,25,250,Toronto,43.67974,-79.4445,False
Sts Cosmas and Damian Catholic School,Toronto CDSB,toronto,Elementary,English,89.0,10.0,0.0,4427.8,89%,94%,47%,82%,69%,-7.0,-5.0,10,425,Toronto,43.70672,-79.4445,False
Sts Cosmas and Damian Catholic School,Toronto CDSB,toronto,Elementary,English,89.0,10.0,0.0,4427.8,89%,94%,47%,82%,69%,-7.0,-5.0,10,425,Toronto,43.70672,-79.4445,False
The Holy Trinity Catholic School,Toronto CDSB,toronto,Elementary,English,91.0,10.0,3.0,4427.8,91%,94%,84%,78%,73%,3.0,32.0,15,575,Toronto,43.59763,-79.517,False
The Holy Trinity Catholic School,Toronto CDSB,toronto,Elementary,English,91.0,10.0,3.0,4427.8,91%,94%,84%,78%,73%,3.0,32.0,15,575,Toronto,43.59763,-79.517,False
Transfiguration of our Lord Catholic School,Toronto CDSB,toronto,Elementary,English,93.0,10.0,5.0,4427.8,93%,91%,49%,73%,60%,1.0,4.0,5,395,Toronto,43.69182,-79.563,False
Transfiguration of our Lord Catholic School,Toronto CDSB,toronto,Elementary,English,93.0,10.0,5.0,4427.8,93%,91%,49%,73%,60%,1.0,4.0,5,395,Toronto,43.69182,-79.563,False
Venerable John Merlini Catholic School,Toronto CDSB,toronto,Elementary,English,76.0,10.0,10.0,4427.8,76%,79%,59%,73%,45%,-20.0,-2.0,20,265,Toronto,43.75691,-79.5798,False
Venerable John Merlini Catholic School,Toronto CDSB,toronto,Elementary,English,76.0,10.0,10.0,4427.8,76%,79%,59%,73%,45%,-20.0,-2.0,20,265,Toronto,43.75691,-79.5798,False
Adam Beck Junior Public School,Toronto DSB,toronto,Elementary,English,90.0,0.0,0.0,4427.8,90%,90%,50%,77%,59%,2.0,-7.0,5,470,Toronto,43.68315,-79.2885,False
Adam Beck Junior Public School,Toronto DSB,toronto,Elementary,English,90.0,0.0,0.0,4427.8,90%,90%,50%,77%,59%,2.0,-7.0,5,470,Toronto,43.68315,-79.2885,False
Africentric Alternative School,Toronto DSB,toronto,Elementary,English,81.0,15.0,10.0,4427.8,81%,69%,6%,N/R,N/R,-9.0,-24.0,5,105,Toronto,43.74443,-79.4883,False
Africentric Alternative School,Toronto DSB,toronto,Elementary,English,81.0,15.0,10.0,4427.8,81%,69%,6%,N/R,N/R,-9.0,-24.0,5,105,Toronto,43.74443,-79.4883,False
Agincourt Junior Public School,Toronto DSB,toronto,Elementary,English,93.0,15.0,5.0,4427.8,93%,89%,63%,75%,79%,-1.0,-31.0,10,190,Toronto,43.78823,-79.281,False
Agincourt Junior Public School,Toronto DSB,toronto,Elementary,English,93.0,15.0,5.0,4427.8,93%,89%,63%,75%,79%,-1.0,-31.0,10,190,Toronto,43.78823,-79.281,False
Agnes Macphail Public School,Toronto DSB,toronto,Elementary,English,85.0,10.0,20.0,4427.8,85%,90%,50%,76%,58%,-15.0,-32.0,5,255,Scarborough,43.81926,-79.2784,False
Agnes Macphail Public School,Toronto DSB,toronto,Elementary,English,85.0,10.0,20.0,4427.8,85%,90%,50%,76%,58%,-15.0,-32.0,5,255,Scarborough,43.81926,-79.2784,False
Albion Heights Junior Middle School,Toronto DSB,toronto,Elementary,English,74.0,10.0,10.0,4427.8,74%,69%,38%,71%,40%,-5.0,-2.0,20,420,Etobicoke,43.73138,-79.5943,False
Albion Heights Junior Middle School,Toronto DSB,toronto,Elementary,English,74.0,10.0,10.0,4427.8,74%,69%,38%,71%,40%,-5.0,-2.0,20,420,Etobicoke,43.73138,-79.5943,False
Alexander Muir/Gladstone Ave Junior and Senior Public School,Toronto DSB,toronto,Elementary,English,93.0,9.0,8.0,4427.8,93%,93%,71%,79%,58%,8.0,41.0,15,525,Toronto,43.64578,-79.4287,False
Alexander Muir/Gladstone Ave Junior and Senior Public School,Toronto DSB,toronto,Elementary,English,93.0,9.0,8.0,4427.8,93%,93%,71%,79%,58%,8.0,41.0,15,525,Toronto,43.64578,-79.4287,False
Alexander Stirling Public School,Toronto DSB,toronto,Elementary,English,96.0,15.0,10.0,4427.8,96%,100%,57%,15%,23%,11.0,42.0,20,305,Scarborough,43.81165,-79.2076,False
Alexander Stirling Public School,Toronto DSB,toronto,Elementary,English,96.0,15.0,10.0,4427.8,96%,100%,57%,15%,23%,11.0,42.0,20,305,Scarborough,43.81165,-79.2076,False
Alexmuir Junior Public School,Toronto DSB,toronto,Elementary,English,82.0,5.0,20.0,4427.8,82%,64%,56%,89%,95%,-10.0,-8.0,5,285,Scarborough,43.8091,-79.2856,False
Alexmuir Junior Public School,Toronto DSB,toronto,Elementary,English,82.0,5.0,20.0,4427.8,82%,64%,56%,89%,95%,-10.0,-8.0,5,285,Scarborough,43.8091,-79.2856,False
Allenby Junior Public School,Toronto DSB,toronto,Elementary,English,99.0,6.0,0.0,4427.8,99%,97%,86%,81%,80%,4.0,11.0,3,645,Toronto,43.70943,-79.4128,False
Allenby Junior Public School,Toronto DSB,toronto,Elementary,English,99.0,6.0,0.0,4427.8,99%,97%,86%,81%,80%,4.0,11.0,3,645,Toronto,43.70943,-79.4128,False
Alvin Curling Public School,Toronto DSB,toronto,Elementary,English,92.0,5.0,10.0,4427.8,92%,84%,75%,74%,63%,-8.0,2.0,15,460,Scarborough,43.80812,-79.1905,False
Alvin Curling Public School,Toronto DSB,toronto,Elementary,English,92.0,5.0,10.0,4427.8,92%,84%,75%,74%,63%,-8.0,2.0,15,460,Scarborough,43.80812,-79.1905,False
Amesbury Middle School,Toronto DSB,toronto,Elementary,English,67.0,20.0,20.0,4427.8,67%,70%,24%,,,-10.0,-4.0,25,250,North York,43.70829,-79.4931,False
Amesbury Middle School,Toronto DSB,toronto,Elementary,English,67.0,20.0,20.0,4427.8,67%,70%,24%,,,-10.0,-4.0,25,250,North York,43.70829,-79.4931,False
Annette Street Junior and Senior Public School,Toronto DSB,toronto,Elementary,English,76.0,6.0,1.0,4427.8,76%,74%,39%,86%,73%,-6.0,-4.0,15,515,Toronto,43.66142,-79.4728,False
Annette Street Junior and Senior Public School,Toronto DSB,toronto,Elementary,English,76.0,6.0,1.0,4427.8,76%,74%,39%,86%,73%,-6.0,-4.0,15,515,Toronto,43.66142,-79.4728,False
Anson Park Public School,Toronto DSB,toronto,Elementary,English,77.0,10.0,0.0,4427.8,77%,88%,46%,75%,67%,-11.0,-1.0,15,240,Scarborough,43.72612,-79.241,False
Anson Park Public School,Toronto DSB,toronto,Elementary,English,77.0,10.0,0.0,4427.8,77%,88%,46%,75%,67%,-11.0,-1.0,15,240,Scarborough,43.72612,-79.241,False
Anson S Taylor Junior Public School,Toronto DSB,toronto,Elementary,English,74.0,15.0,15.0,4427.8,74%,84%,53%,85%,85%,-19.0,0.0,10,160,Scarborough,43.80428,-79.2616,False
Anson S Taylor Junior Public School,Toronto DSB,toronto,Elementary,English,74.0,15.0,15.0,4427.8,74%,84%,53%,85%,85%,-19.0,0.0,10,160,Scarborough,43.80428,-79.2616,False
Armour Heights Public School,Toronto DSB,toronto,Elementary,English,85.0,5.0,0.0,4427.8,85%,85%,85%,67%,63%,-4.0,53.0,15,255,North York,43.7409,-79.4195,False
Armour Heights Public School,Toronto DSB,toronto,Elementary,English,85.0,5.0,0.0,4427.8,85%,85%,85%,67%,63%,-4.0,53.0,15,255,North York,43.7409,-79.4195,False
Avondale Alternative Elementary School,Toronto DSB,toronto,Elementary,English,100.0,10.0,0.0,4427.8,100%,100%,100%,93%,100%,0.0,25.0,5,150,North York,43.75967,-79.4002,False
Avondale Alternative Elementary School,Toronto DSB,toronto,Elementary,English,100.0,10.0,0.0,4427.8,100%,100%,100%,93%,100%,0.0,25.0,5,150,North York,43.75967,-79.4002,False
Avondale Public School,Toronto DSB,toronto,Elementary,English,79.0,19.0,1.0,4427.8,79%,90%,71%,84%,76%,-16.0,-4.0,5,900,North York,43.75967,-79.4002,False
Avondale Public School,Toronto DSB,toronto,Elementary,English,79.0,19.0,1.0,4427.8,79%,90%,71%,84%,76%,-16.0,-4.0,5,900,North York,43.75967,-79.4002,False
Balmy Beach Community School,Toronto DSB,toronto,Elementary,English,100.0,5.0,0.0,4427.8,100%,100%,70%,90%,86%,4.0,-1.0,10,410,Toronto,43.67643,-79.2898,False
Balmy Beach Community School,Toronto DSB,toronto,Elementary,English,100.0,5.0,0.0,4427.8,100%,100%,70%,90%,86%,4.0,-1.0,10,410,Toronto,43.67643,-79.2898,False
Banting and Best Public School,Toronto DSB,toronto,Elementary,English,83.0,20.0,20.0,4427.8,83%,89%,70%,70%,72%,10.0,20.0,10,310,Scarborough,43.82651,-79.2798,False
Banting and Best Public School,Toronto DSB,toronto,Elementary,English,83.0,20.0,20.0,4427.8,83%,89%,70%,70%,72%,10.0,20.0,10,310,Scarborough,43.82651,-79.2798,False
Baycrest Public School,Toronto DSB,toronto,Elementary,English,55.0,10.0,10.0,4427.8,55%,60%,5%,42%,21%,-45.0,-24.0,15,275,North York,43.72893,-79.44173,True
Baycrest Public School,Toronto DSB,toronto,Elementary,English,55.0,10.0,10.0,4427.8,55%,60%,5%,42%,21%,-45.0,-24.0,15,275,North York,43.72893,-79.44173,True
Bayview Middle School,Toronto DSB,toronto,Elementary,English,88.0,15.0,0.0,4427.8,88%,86%,63%,,,-4.0,-4.0,15,455,North York,43.77619,-79.3852,False
Bayview Middle School,Toronto DSB,toronto,Elementary,English,88.0,15.0,0.0,4427.8,88%,86%,63%,,,-4.0,-4.0,15,455,North York,43.77619,-79.3852,False
Beaumonde Heights Junior Middle School,Toronto DSB,toronto,Elementary,English,78.0,15.0,10.0,4427.8,78%,78%,27%,60%,55%,-5.0,-12.0,10,500,Etobicoke,43.74258,-79.5746,False
Beaumonde Heights Junior Middle School,Toronto DSB,toronto,Elementary,English,78.0,15.0,10.0,4427.8,78%,78%,27%,60%,55%,-5.0,-12.0,10,500,Etobicoke,43.74258,-79.5746,False
Bedford Park Public School,Toronto DSB,toronto,Elementary,English,100.0,5.0,0.0,4427.8,100%,98%,82%,89%,86%,3.0,0.0,7,620,Toronto,43.72785,-79.4,False
Bedford Park Public School,Toronto DSB,toronto,Elementary,English,100.0,5.0,0.0,4427.8,100%,98%,82%,89%,86%,3.0,0.0,7,620,Toronto,43.72785,-79.4,False
Bellmere Junior Public School,Toronto DSB,toronto,Elementary,English,85.0,20.0,5.0,4427.8,85%,88%,44%,58%,66%,-1.0,-9.0,10,330,Scarborough,43.77196,-79.2351,False
Bellmere Junior Public School,Toronto DSB,toronto,Elementary,English,85.0,20.0,5.0,4427.8,85%,88%,44%,58%,66%,-1.0,-9.0,10,330,Scarborough,43.77196,-79.2351,False
Bendale Junior Public School,Toronto DSB,toronto,Elementary,English,97.0,10.0,0.0,4427.8,97%,97%,76%,67%,48%,12.0,13.0,10,370,Scarborough,43.76256,-79.2449,False
Bendale Junior Public School,Toronto DSB,toronto,Elementary,English,97.0,10.0,0.0,4427.8,97%,97%,76%,67%,48%,12.0,13.0,10,370,Scarborough,43.76256,-79.2449,False
Berner Trail Junior Public School,Toronto DSB,toronto,Elementary,English,94.0,10.0,15.0,4427.8,94%,87%,71%,75%,56%,15.0,29.0,0,295,Toronto,43.80156,-79.2211,False
Berner Trail Junior Public School,Toronto DSB,toronto,Elementary,English,94.0,10.0,15.0,4427.8,94%,87%,71%,75%,56%,15.0,29.0,0,295,Toronto,43.80156,-79.2211,False
Bessborough Drive Elementary and Middle School,Toronto DSB,toronto,Elementary,English,97.0,5.0,0.0,4427.8,97%,95%,92%,89%,95%,3.0,9.0,15,475,East York,43.70721,-79.3701,False
Bessborough Drive Elementary and Middle School,Toronto DSB,toronto,Elementary,English,97.0,5.0,0.0,4427.8,97%,95%,92%,89%,95%,3.0,9.0,15,475,East York,43.70721,-79.3701,False
Beverley Heights Middle School,Toronto DSB,toronto,Elementary,English,64.0,20.0,20.0,4427.8,64%,67%,25%,,,-9.0,2.0,20,400,North York,43.73302,-79.5048,False
Beverley Heights Middle School,Toronto DSB,toronto,Elementary,English,64.0,20.0,20.0,4427.8,64%,67%,25%,,,-9.0,2.0,20,400,North York,43.73302,-79.5048,False
Beverly Glen Junior Public School,Toronto DSB,toronto,Elementary,English,87.0,10.0,5.0,4427.8,87%,82%,55%,82%,43%,-11.0,-22.0,10,350,Scarborough,43.79865,-79.3231,False
Beverly Glen Junior Public School,Toronto DSB,toronto,Elementary,English,87.0,10.0,5.0,4427.8,87%,82%,55%,82%,43%,-11.0,-22.0,10,350,Scarborough,43.79865,-79.3231,False
Birch Cliff Heights Public School,Toronto DSB,toronto,Elementary,English,81.0,5.0,0.0,4427.8,81%,73%,52%,68%,45%,-4.0,22.0,10,360,Toronto,43.70173,-79.2598,False
Birch Cliff Heights Public School,Toronto DSB,toronto,Elementary,English,81.0,5.0,0.0,4427.8,81%,73%,52%,68%,45%,-4.0,22.0,10,360,Toronto,43.70173,-79.2598,False
Birch Cliff Public School,Toronto DSB,toronto,Elementary,English,85.0,10.0,5.0,4427.8,85%,90%,40%,71%,54%,0.0,-10.0,5,470,Scarborough,43.69198,-79.2656,False
Birch Cliff Public School,Toronto DSB,toronto,Elementary,English,85.0,10.0,5.0,4427.8,85%,90%,40%,71%,54%,0.0,-10.0,5,470,Scarborough,43.69198,-79.2656,False
Blake Street Junior Public School,Toronto DSB,toronto,Elementary,English,93.0,10.0,10.0,4427.8,93%,84%,55%,54%,44%,6.0,2.0,15,355,Toronto,43.6718,-79.3385,False
Blake Street Junior Public School,Toronto DSB,toronto,Elementary,English,93.0,10.0,10.0,4427.8,93%,84%,55%,54%,44%,6.0,2.0,15,355,Toronto,43.6718,-79.3385,False
Blantyre Public School,Toronto DSB,toronto,Elementary,English,93.0,5.0,0.0,4427.8,93%,85%,59%,82%,70%,1.0,2.0,10,360,Scarborough,43.68509,-79.2839,False
Blantyre Public School,Toronto DSB,toronto,Elementary,English,93.0,5.0,0.0,4427.8,93%,85%,59%,82%,70%,1.0,2.0,10,360,Scarborough,43.68509,-79.2839,False
Bloordale Middle School,Toronto DSB,toronto,Elementary,English,87.0,5.0,0.0,4427.8,87%,85%,53%,,,8.0,12.0,20,435,Etobicoke,43.63914,-79.5719,False
Bloordale Middle School,Toronto DSB,toronto,Elementary,English,87.0,5.0,0.0,4427.8,87%,85%,53%,,,8.0,12.0,20,435,Etobicoke,43.63914,-79.5719,False
Bloorlea Middle School,Toronto DSB,toronto,Elementary,English,84.0,10.0,5.0,4427.8,84%,83%,62%,,,1.0,-2.0,20,275,Etobicoke,43.63775,-79.555,False
Bloorlea Middle School,Toronto DSB,toronto,Elementary,English,84.0,10.0,5.0,4427.8,84%,83%,62%,,,1.0,-2.0,20,275,Etobicoke,43.63775,-79.555,False
Blythwood Junior Public School,Toronto DSB,toronto,Elementary,English,100.0,10.0,0.0,4427.8,100%,97%,80%,97%,92%,0.0,-18.0,5,295,Toronto,43.71993,-79.3895,False
Blythwood Junior Public School,Toronto DSB,toronto,Elementary,English,100.0,10.0,0.0,4427.8,100%,97%,80%,97%,92%,0.0,-18.0,5,295,Toronto,43.71993,-79.3895,False
Bowmore Road Junior and Senior Public School,Toronto DSB,toronto,Elementary,English,77.0,6.0,3.0,4427.8,77%,75%,50%,37%,51%,-15.0,-15.0,11,1015,Toronto,43.67678,-79.3149,False
Bowmore Road Junior and Senior Public School,Toronto DSB,toronto,Elementary,English,77.0,6.0,3.0,4427.8,77%,75%,50%,37%,51%,-15.0,-15.0,11,1015,Toronto,43.67678,-79.3149,False
Bridlewood Junior Public School,Toronto DSB,toronto,Elementary,English,95.0,0.0,5.0,4427.8,95%,95%,83%,79%,65%,3.0,7.0,20,220,Scarborough,43.78079,-79.3151,False
Bridlewood Junior Public School,Toronto DSB,toronto,Elementary,English,95.0,0.0,5.0,4427.8,95%,95%,83%,79%,65%,3.0,7.0,20,220,Scarborough,43.78079,-79.3151,False
