OrgID,OrgType,Language,Grade,ApplySuppression,BoardMident,BoardName,SchoolMident,SchoolName,FundingType,Suppressed,cntStudents_Read,cntStudents_Write,cntStudents_Math,cntExempted_Read,cntExempted_Write,cntExempted_Math,cntAbsent_Read,cntAbsent_Write,cntAbsent_Math,cntNoData_Read,cntNoData_Write,cntNoData_Math,cntFullyParticipating_Read,cntFullyParticipating_Write,cntFullyParticipating_Math,cntFirstLang_Read,cntFirstLang_Write,cntFirstLang_Math,cntFirstLang_Other_Read,cntFirstLang_Other_Write,cntFirstLang_Other_Math,cntFirstLang_NoData_Read,cntFirstLang_NoData_Write,cntFirstLang_NoData_Math,pctExempted_Read,pctExempted_Write,pctExempted_Math,pctAbsent_Read,pctAbsent_Write,pctAbsent_Math,pctNoData_Read,pctNoData_Write,pctNoData_Math,pctFullyParticipating_Read,pctFullyParticipating_Write,pctFullyParticipating_Math,pctFirstLang_Read,pctFirstLang_Write,pctFirstLang_Math,pctFirstLang_Other_Read,pctFirstLang_Other_Write,pctFirstLang_Other_Math,pctFirstLang_NoData_Read,pctFirstLang_NoData_Write,pctFirstLang_NoData_Math,cntOverallR_L4,cntOverallR_L3,cntOverallR_L2,cntOverallR_L1,cntOverallR_NE1,cntOverallR_L34,cntOverallW_L4,cntOverallW_L3,cntOverallW_L2,cntOverallW_L1,cntOverallW_NE1,cntOverallW_L34,cntOverallM_L4,cntOverallM_L3,cntOverallM_L2,cntOverallM_L1,cntOverallM_NE1,cntOverallM_L34,pctOverallR_L4,pctOverallR_L3,pctOverallR_L2,pctOverallR_L1,pctOverallR_NE1,pctOverallR_L34,pctOverallW_L4,pctOverallW_L3,pctOverallW_L2,pctOverallW_L1,pctOverallW_NE1,pctOverallW_L34,pctOverallM_L4,pctOverallM_L3,pctOverallM_L2,pctOverallM_L1,pctOverallM_NE1,pctOverallM_L34,cntOverallR_G1_Part,cntOverallW_G1_Part,cntOverallM_G1_Part,cntOverallR_G1_L4,cntOverallR_G1_L3,cntOverallR_G1_L2,cntOverallR_G1_L1,cntOverallR_G1_NE1,cntOverallR_G1_L34,cntOverallW_G1_L4,cntOverallW_G1_L3,cntOverallW_G1_L2,cntOverallW_G1_L1,cntOverallW_G1_NE1,cntOverallW_G1_L34,cntOverallM_G1_L4,cntOverallM_G1_L3,cntOverallM_G1_L2,cntOverallM_G1_L1,cntOverallM_G1_NE1,cntOverallM_G1_L34,cntOverallR_G2_Part,cntOverallW_G2_Part,cntOverallM_G2_Part,cntOverallR_G2_L4,cntOverallR_G2_L3,cntOverallR_G2_L2,cntOverallR_G2_L1,cntOverallR_G2_NE1,cntOverallR_G2_L34,cntOverallW_G2_L4,cntOverallW_G2_L3,cntOverallW_G2_L2,cntOverallW_G2_L1,cntOverallW_G2_NE1,cntOverallW_G2_L34,cntOverallM_G2_L4,cntOverallM_G2_L3,cntOverallM_G2_L2,cntOverallM_G2_L1,cntOverallM_G2_NE1,cntOverallM_G2_L34
864994,S,en,3,1,67059,Toronto Catholic District School Board,864994,Transfiguration Catholic S,1,0,35,35,35,4,4,4,0,0,0,0,0,0,31,31,31,25,25,25,N/R,N/R,N/R,N/R,N/R,N/R,11%,11%,11%,0%,0%,0%,0%,0%,0%,89%,89%,89%,81%,81%,81%,N/R,N/R,N/R,N/R,N/R,N/R,8,19,4,0,0,27,3,20,8,0,0,23,5,16,8,2,0,21,26%,61%,13%,0%,0%,87%,10%,65%,26%,0%,0%,74%,16%,52%,26%,6%,0%,68%,17,17,17,5,11,1,0,0,16,2,10,5,0,0,12,5,7,5,0,0,12,14,14,14,3,8,3,0,0,11,1,10,3,0,0,11,0,9,3,2,0,9
865125,S,en,3,1,67202,Algonquin and Lakeshore Catholic DSB,865125,St Mary Cath. S,1,0,14,14,14,1,1,1,0,0,0,0,0,0,13,13,13,13,13,13,N/R,N/R,N/R,N/R,N/R,N/R,7%,7%,7%,0%,0%,0%,0%,0%,0%,93%,93%,93%,100%,100%,100%,N/R,N/R,N/R,N/R,N/R,N/R,3,7,3,0,0,10,0,9,4,0,0,9,1,8,4,0,0,9,23%,54%,23%,0%,0%,77%,0%,69%,31%,0%,0%,69%,8%,62%,31%,0%,0%,69%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
86517,S,en,3,1,66095,York Region DSB,86517,Castlemore PS,1,0,76,76,76,1,1,0,0,0,0,0,0,0,75,75,76,12,12,12,59,59,60,N/R,N/R,N/R,1%,1%,0%,0%,0%,0%,0%,0%,0%,99%,99%,100%,16%,16%,16%,79%,79%,79%,N/R,N/R,N/R,30,33,12,0,0,63,15,48,10,2,0,63,32,33,8,2,1,65,40%,44%,16%,0%,0%,84%,20%,64%,13%,3%,0%,84%,42%,43%,11%,3%,1%,86%,42,42,42,11,22,9,0,0,33,6,26,8,2,0,32,17,18,5,2,0,35,33,33,34,19,11,3,0,0,30,9,22,2,0,0,31,15,15,3,0,1,30
865257,S,en,3,1,67202,Algonquin and Lakeshore Catholic DSB,865257,Holy Name of Mary Sep S,1,0,11,11,11,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,100%,100%,N/R,N/R,N/R,N/R,N/R,N/R,1,5,5,0,0,6,0,6,5,0,0,6,1,4,4,2,0,5,9%,45%,45%,0%,0%,55%,0%,55%,45%,0%,0%,55%,9%,36%,36%,18%,0%,45%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
865362,S,en,3,1,67083,Dufferin-Peel Catholic DSB,865362,St Vincent de Paul Sep S,1,0,19,19,19,1,1,1,0,0,0,0,0,0,18,18,18,16,16,16,N/R,N/R,N/R,N/R,N/R,N/R,5%,5%,5%,0%,0%,0%,0%,0%,0%,95%,95%,95%,89%,89%,89%,N/R,N/R,N/R,N/R,N/R,N/R,4,12,2,0,0,16,2,16,0,0,0,18,5,11,2,0,0,16,22%,67%,11%,0%,0%,89%,11%,89%,0%,0%,0%,100%,28%,61%,11%,0%,0%,89%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,12,12,12,3,8,1,0,0,11,1,11,0,0,0,12,5,6,1,0,0,11
865648,S,fr,3,1,67334,Conseil des écoles catholiques du Centre-Est (CECCE),865648,É Élém C L'Étoile-de-l'Est,1,0,60,60,60,3,3,3,0,0,0,9,2,0,48,55,57,30,32,33,18,23,24,S. R.,S. R.,S. R.,5%,5%,5%,0%,0%,0%,15%,3%,0%,80%,92%,95%,62%,58%,58%,38%,42%,42%,S. R.,S. R.,S. R.,13,27,8,0,0,40,11,31,9,4,0,42,12,29,15,1,0,41,27%,56%,17%,0%,0%,83%,20%,56%,16%,7%,0%,76%,21%,51%,26%,2%,0%,72%,26,28,30,8,13,5,0,0,21,6,17,4,1,0,23,7,16,7,0,0,23,22,27,27,5,14,3,0,0,19,5,14,5,3,0,19,5,13,8,1,0,18
866008,S,en,3,1,67024,Windsor-Essex Catholic DSB,866008,W J Langlois Cath S,1,0,38,38,38,2,2,2,0,0,0,0,0,0,36,36,36,23,23,23,13,13,13,N/R,N/R,N/R,5%,5%,5%,0%,0%,0%,0%,0%,0%,95%,95%,95%,64%,64%,64%,36%,36%,36%,N/R,N/R,N/R,6,23,7,0,0,29,0,21,15,0,0,21,2,21,13,0,0,23,17%,64%,19%,0%,0%,81%,0%,58%,42%,0%,0%,58%,6%,58%,36%,0%,0%,64%,15,15,15,3,8,4,0,0,11,0,4,11,0,0,4,0,7,8,0,0,7,21,21,21,3,15,3,0,0,18,0,17,4,0,0,17,2,14,5,0,0,16
866248,S,fr,3,1,67334,Conseil des écoles catholiques du Centre-Est (CECCE),866248,É Élém C Au Coeur d'Ottawa,1,0,29,29,29,0,0,0,0,0,0,0,0,0,29,29,29,15,15,15,14,14,14,S. R.,S. R.,S. R.,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,52%,52%,52%,48%,48%,48%,S. R.,S. R.,S. R.,19,10,0,0,0,29,11,17,1,0,0,28,19,10,0,0,0,29,66%,34%,0%,0%,0%,100%,38%,59%,3%,0%,0%,97%,66%,34%,0%,0%,0%,100%,16,16,16,9,7,0,0,0,16,6,9,1,0,0,15,13,3,0,0,0,16,13,13,13,10,3,0,0,0,13,5,8,0,0,0,13,6,7,0,0,0,13
866296,S,en,3,1,67148,Waterloo Catholic DSB,866296,St Boniface Sep S,1,0,36,36,36,2,1,3,0,0,0,0,0,0,34,35,33,27,28,26,N/R,N/R,N/R,N/R,N/R,N/R,6%,3%,8%,0%,0%,0%,0%,0%,0%,94%,97%,92%,79%,80%,79%,N/R,N/R,N/R,N/R,N/R,N/R,3,24,7,0,0,27,0,27,8,0,0,27,7,19,7,0,0,26,9%,71%,21%,0%,0%,79%,0%,77%,23%,0%,0%,77%,21%,58%,21%,0%,0%,79%,18,19,18,2,13,3,0,0,15,0,15,4,0,0,15,6,11,1,0,0,17,16,16,15,1,11,4,0,0,12,0,12,4,0,0,12,1,8,6,0,0,9
866423,S,en,3,1,67059,Toronto Catholic District School Board,866423,Venerable John Merlini S,1,0,22,22,22,1,1,1,0,0,0,0,0,0,21,21,21,16,16,16,N/R,N/R,N/R,N/R,N/R,N/R,5%,5%,5%,0%,0%,0%,0%,0%,0%,95%,95%,95%,76%,76%,76%,N/R,N/R,N/R,N/R,N/R,N/R,4,14,3,0,0,18,1,14,5,1,0,15,1,11,6,3,0,12,19%,67%,14%,0%,0%,86%,5%,67%,24%,5%,0%,71%,5%,52%,29%,14%,0%,57%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,14,14,14,2,9,3,0,0,11,1,7,5,1,0,8,0,8,3,3,0,8
866555,S,en,3,1,67148,Waterloo Catholic DSB,866555,St Clement Sep S,1,0,18,18,18,0,0,0,0,0,0,0,0,0,18,18,18,15,15,15,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,83%,83%,83%,N/R,N/R,N/R,N/R,N/R,N/R,3,12,3,0,0,15,2,12,4,0,0,14,7,8,1,2,0,15,17%,67%,17%,0%,0%,83%,11%,67%,22%,0%,0%,78%,39%,44%,6%,11%,0%,83%,12,12,12,1,9,2,0,0,10,1,8,3,0,0,9,5,5,0,2,0,10,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
866725,S,en,3,1,67121,Hamilton-Wentworth Catholic DSB,866725,St. Kateri Tekakwitha,1,0,28,28,28,0,0,0,0,0,0,0,0,0,28,28,28,23,23,23,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,82%,82%,82%,N/R,N/R,N/R,N/R,N/R,N/R,14,12,2,0,0,26,3,20,5,0,0,23,7,17,4,0,0,24,50%,43%,7%,0%,0%,93%,11%,71%,18%,0%,0%,82%,25%,61%,14%,0%,0%,86%,14,14,14,7,5,2,0,0,12,1,10,3,0,0,11,4,7,3,0,0,11,14,14,14,7,7,0,0,0,14,2,10,2,0,0,12,3,10,1,0,0,13
867942,S,en,3,1,67083,Dufferin-Peel Catholic DSB,867942,Sacred Heart Sep S,1,0,28,28,28,7,7,7,0,0,0,0,0,0,21,21,21,19,19,19,N/R,N/R,N/R,N/R,N/R,N/R,25%,25%,25%,0%,0%,0%,0%,0%,0%,75%,75%,75%,90%,90%,90%,N/R,N/R,N/R,N/R,N/R,N/R,10,11,0,0,0,21,2,18,1,0,0,20,5,13,3,0,0,18,48%,52%,0%,0%,0%,100%,10%,86%,5%,0%,0%,95%,24%,62%,14%,0%,0%,86%,11,11,11,5,6,0,0,0,11,0,10,1,0,0,10,5,5,1,0,0,10,10,10,10,5,5,0,0,0,10,2,8,0,0,0,10,0,8,2,0,0,8
867985,S,en,3,1,67016,Huron-Perth Catholic DSB,867985,Sacred Heart,1,0,17,17,17,0,0,0,0,0,0,0,0,0,17,17,17,17,17,17,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,100%,100%,N/R,N/R,N/R,N/R,N/R,N/R,3,9,5,0,0,12,0,13,4,0,0,13,3,8,5,1,0,11,18%,53%,29%,0%,0%,71%,0%,76%,24%,0%,0%,76%,18%,47%,29%,6%,0%,65%,10,10,10,2,4,4,0,0,6,0,7,3,0,0,7,2,5,3,0,0,7,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
868000,S,en,3,1,67130,Wellington Catholic DSB,868000,St Peter Sep S,1,0,57,57,57,7,7,7,0,0,0,0,0,0,50,50,50,30,30,30,20,20,20,N/R,N/R,N/R,12%,12%,12%,0%,0%,0%,0%,0%,0%,88%,88%,88%,60%,60%,60%,40%,40%,40%,N/R,N/R,N/R,9,27,14,0,0,36,1,32,16,1,0,33,5,29,12,4,0,34,18%,54%,28%,0%,0%,72%,2%,64%,32%,2%,0%,66%,10%,58%,24%,8%,0%,68%,28,28,28,5,13,10,0,0,18,0,16,11,1,0,16,5,13,9,1,0,18,22,22,22,4,14,4,0,0,18,1,16,5,0,0,17,0,16,3,3,0,16
868370,S,en,3,1,67202,Algonquin and Lakeshore Catholic DSB,868370,Sacred Heart Catholic School,1,1,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
868639,S,en,3,1,67016,Huron-Perth Catholic DSB,868639,St Boniface Sep S,1,0,25,25,25,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,100%,100%,N/R,N/R,N/R,N/R,N/R,N/R,8,16,1,0,0,24,4,17,4,0,0,21,10,10,4,1,0,20,32%,64%,4%,0%,0%,96%,16%,68%,16%,0%,0%,84%,40%,40%,16%,4%,0%,80%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,16,16,16,6,10,0,0,0,16,4,9,3,0,0,13,4,7,4,1,0,11
868698,S,en,3,1,67032,London District Catholic School Board,868698,Monsignor Morrison Catholic S,1,0,60,60,60,2,2,2,0,0,0,0,0,0,58,58,58,54,54,54,N/R,N/R,N/R,N/R,N/R,N/R,3%,3%,3%,0%,0%,0%,0%,0%,0%,97%,97%,97%,93%,93%,93%,N/R,N/R,N/R,N/R,N/R,N/R,12,33,12,1,0,45,1,43,13,1,0,44,6,35,15,2,0,41,21%,57%,21%,2%,0%,78%,2%,74%,22%,2%,0%,76%,10%,60%,26%,3%,0%,71%,30,30,30,3,17,10,0,0,20,0,23,6,1,0,23,4,16,10,0,0,20,28,28,28,9,16,2,1,0,25,1,20,7,0,0,21,2,19,5,2,0,21
868825,S,en,3,1,67059,Toronto Catholic District School Board,868825,The Divine Infant,1,1,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
868914,S,en,3,1,67091,Simcoe Muskoka Catholic DSB,868914,The Good Shepherd,1,0,53,53,53,2,2,2,0,0,0,0,0,0,51,51,51,46,46,46,N/R,N/R,N/R,N/R,N/R,N/R,4%,4%,4%,0%,0%,0%,0%,0%,0%,96%,96%,96%,90%,90%,90%,N/R,N/R,N/R,N/R,N/R,N/R,7,28,16,0,0,35,0,27,22,2,0,27,9,23,16,3,0,32,14%,55%,31%,0%,0%,69%,0%,53%,43%,4%,0%,53%,18%,45%,31%,6%,0%,63%,22,22,22,4,11,7,0,0,15,0,13,8,1,0,13,6,12,4,0,0,18,29,29,29,3,17,9,0,0,20,0,14,14,1,0,14,3,11,12,3,0,14
869673,S,en,3,1,29033,Sudbury Catholic DSB,869673,Holy Cross,1,0,50,50,50,3,3,3,0,0,0,0,0,1,47,47,46,41,41,40,N/R,N/R,N/R,N/R,N/R,N/R,6%,6%,6%,0%,0%,0%,0%,0%,2%,94%,94%,92%,87%,87%,87%,N/R,N/R,N/R,N/R,N/R,N/R,7,28,12,0,0,35,6,31,10,0,0,37,8,20,14,4,0,28,15%,60%,26%,0%,0%,74%,13%,66%,21%,0%,0%,79%,17%,43%,30%,9%,0%,61%,26,26,26,2,16,8,0,0,18,3,17,6,0,0,20,7,11,5,3,0,18,21,21,20,5,12,4,0,0,17,3,14,4,0,0,17,1,9,9,1,0,10
871029,S,fr,3,1,29122,Conseil scolaire catholique Nouvelon,871029,École Alliance St-Joseph,1,0,29,29,29,0,0,0,0,0,0,0,0,0,29,29,29,15,15,15,13,13,13,S. R.,S. R.,S. R.,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,52%,52%,52%,45%,45%,45%,S. R.,S. R.,S. R.,3,19,6,1,0,22,3,16,8,2,0,19,7,18,4,0,0,25,10%,66%,21%,3%,0%,76%,10%,55%,28%,7%,0%,66%,24%,62%,14%,0%,0%,86%,13,13,13,2,7,4,0,0,9,2,6,3,2,0,8,5,7,1,0,0,12,16,16,16,1,12,2,1,0,13,1,10,5,0,0,11,2,11,3,0,0,13
871140,S,en,3,1,67105,Durham Catholic DSB,871140,Father Fenelon Catholic School,1,0,49,49,49,1,1,1,0,0,0,0,0,0,48,48,48,45,45,45,N/R,N/R,N/R,N/R,N/R,N/R,2%,2%,2%,0%,0%,0%,0%,0%,0%,98%,98%,98%,94%,94%,94%,N/R,N/R,N/R,N/R,N/R,N/R,9,27,12,0,0,36,0,28,19,1,0,28,8,28,10,2,0,36,19%,56%,25%,0%,0%,75%,0%,58%,40%,2%,0%,58%,17%,58%,21%,4%,0%,75%,21,21,21,3,13,5,0,0,16,0,10,10,1,0,10,5,11,4,1,0,16,27,27,27,6,14,7,0,0,20,0,18,9,0,0,18,3,17,6,1,0,20
874085,S,en,3,1,67032,London District Catholic School Board,874085,St. Anne's St. Thomas,1,0,67,67,67,2,2,2,0,0,0,0,0,0,65,65,65,60,60,60,N/R,N/R,N/R,N/R,N/R,N/R,3%,3%,3%,0%,0%,0%,0%,0%,0%,97%,97%,97%,92%,92%,92%,N/R,N/R,N/R,N/R,N/R,N/R,7,38,19,1,0,45,4,32,23,6,0,36,8,30,19,5,3,38,11%,58%,29%,2%,0%,69%,6%,49%,35%,9%,0%,55%,12%,46%,29%,8%,5%,58%,35,35,35,2,21,11,1,0,23,2,15,13,5,0,17,5,19,7,3,1,24,30,30,30,5,17,8,0,0,22,2,17,10,1,0,19,3,11,12,2,2,14
874361,S,en,3,1,67075,York Catholic DSB,874361,Blessed Trinity Catholic E. S.,1,0,33,33,52,0,0,0,0,0,0,0,0,0,33,33,52,29,29,42,N/R,N/R,10,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,88%,88%,81%,N/R,N/R,19%,N/R,N/R,N/R,5,16,11,1,0,21,2,18,11,2,0,20,2,26,16,7,1,28,15%,48%,33%,3%,0%,64%,6%,55%,33%,6%,0%,61%,4%,50%,31%,13%,2%,54%,13,13,24,1,6,6,0,0,7,1,5,5,2,0,6,1,12,6,5,0,13,20,20,28,4,10,5,1,0,14,1,13,6,0,0,14,1,14,10,2,1,15
874396,S,en,3,1,67075,York Catholic DSB,874396,St Andrew C S,1,0,32,32,32,0,0,0,0,0,0,0,0,0,32,32,32,28,28,28,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,88%,88%,88%,N/R,N/R,N/R,N/R,N/R,N/R,11,19,2,0,0,30,6,25,1,0,0,31,8,20,4,0,0,28,34%,59%,6%,0%,0%,94%,19%,78%,3%,0%,0%,97%,25%,62%,12%,0%,0%,88%,18,18,18,6,10,2,0,0,16,3,15,0,0,0,18,6,11,1,0,0,17,14,14,14,5,9,0,0,0,14,3,10,1,0,0,13,2,9,3,0,0,11
87548,S,en,3,1,66044,Thames Valley District School Board,87548,Sir George Etienne Cartier PS,1,0,33,33,33,3,3,3,0,0,0,1,0,1,29,30,29,17,17,17,12,13,12,N/R,N/R,N/R,9%,9%,9%,0%,0%,0%,3%,0%,3%,88%,91%,88%,59%,57%,59%,41%,43%,41%,N/R,N/R,N/R,9,12,7,1,0,21,2,16,11,1,0,18,5,15,7,1,1,20,31%,41%,24%,3%,0%,72%,7%,53%,37%,3%,0%,60%,17%,52%,24%,3%,3%,69%,13,14,13,4,5,4,0,0,9,2,5,6,1,0,7,4,5,3,0,1,9,16,16,16,5,7,3,1,0,12,0,11,5,0,0,11,1,10,4,1,0,11
87934,S,en,3,1,66109,Simcoe County DSB,87934,Lions Oval PS,1,0,38,38,38,2,2,2,0,0,0,1,1,1,35,35,35,32,32,32,N/R,N/R,N/R,N/R,N/R,N/R,5%,5%,5%,0%,0%,0%,3%,3%,3%,92%,92%,92%,91%,91%,91%,N/R,N/R,N/R,N/R,N/R,N/R,4,18,12,1,0,22,0,17,15,3,0,17,4,15,11,4,1,19,11%,51%,34%,3%,0%,63%,0%,49%,43%,9%,0%,49%,11%,43%,31%,11%,3%,54%,16,16,16,2,9,5,0,0,11,0,9,6,1,0,9,2,8,4,2,0,10,19,19,19,2,9,7,1,0,11,0,8,9,2,0,8,2,7,7,2,1,9
8795,S,en,3,1,66141,Hamilton-Wentworth DSB,8795,Ècole Èlèmentaire Michaëlle Jean,1,0,34,34,34,0,0,0,0,0,0,1,1,1,33,33,33,23,23,23,10,10,10,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,3%,3%,3%,97%,97%,97%,70%,70%,70%,30%,30%,30%,N/R,N/R,N/R,7,20,5,1,0,27,1,20,12,0,0,21,4,17,7,5,0,21,21%,61%,15%,3%,0%,82%,3%,61%,36%,0%,0%,64%,12%,52%,21%,15%,0%,64%,16,16,16,4,8,3,1,0,12,1,8,7,0,0,9,3,6,4,3,0,9,17,17,17,3,12,2,0,0,15,0,12,5,0,0,12,1,11,3,2,0,12
88080,S,en,3,1,66052,Toronto DSB,88080,Cassandra PS,1,0,39,39,39,0,0,0,1,1,1,2,2,2,36,36,36,23,23,23,12,12,12,N/R,N/R,N/R,0%,0%,0%,3%,3%,3%,5%,5%,5%,92%,92%,92%,64%,64%,64%,33%,33%,33%,N/R,N/R,N/R,9,19,8,0,0,28,0,17,18,1,0,17,6,13,16,1,0,19,25%,53%,22%,0%,0%,78%,0%,47%,50%,3%,0%,47%,17%,36%,44%,3%,0%,53%,15,15,15,1,10,4,0,0,11,0,5,10,0,0,5,2,6,7,0,0,8,21,21,21,8,9,4,0,0,17,0,12,8,1,0,12,4,7,9,1,0,11
88340,S,en,3,1,66125,Peel District School Board,88340,Castlemore PS,1,0,35,35,35,1,1,1,0,0,0,0,0,0,34,34,34,11,11,11,23,23,23,N/R,N/R,N/R,3%,3%,3%,0%,0%,0%,0%,0%,0%,97%,97%,97%,32%,32%,32%,68%,68%,68%,N/R,N/R,N/R,12,13,9,0,0,25,7,14,12,1,0,21,9,14,9,2,0,23,35%,38%,26%,0%,0%,74%,21%,41%,35%,3%,0%,62%,26%,41%,26%,6%,0%,68%,17,17,17,7,5,5,0,0,12,1,10,6,0,0,11,5,8,4,0,0,13,17,17,17,5,8,4,0,0,13,6,4,6,1,0,10,4,6,5,2,0,10
88471,S,en,3,1,66206,Limestone DSB,88471,Cataraqui Woods Elementary School,1,0,41,41,41,0,0,0,0,0,0,0,0,0,41,41,41,36,36,36,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,88%,88%,88%,N/R,N/R,N/R,N/R,N/R,N/R,9,20,12,0,0,29,2,27,11,1,0,29,9,14,13,4,1,23,22%,49%,29%,0%,0%,71%,5%,66%,27%,2%,0%,71%,22%,34%,32%,10%,2%,56%,20,20,20,2,9,9,0,0,11,0,12,7,1,0,12,3,6,9,2,0,9,21,21,21,7,11,3,0,0,18,2,15,4,0,0,17,6,8,4,2,1,14
88560,S,en,3,1,66184,Ottawa-Carleton DSB,88560,Forest Valley E S,1,0,40,40,40,0,0,0,0,0,0,2,1,1,38,39,39,28,29,29,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,5%,2%,2%,95%,98%,98%,74%,74%,74%,N/R,N/R,N/R,N/R,N/R,N/R,11,21,5,1,0,32,4,23,12,0,0,27,7,21,8,3,0,28,29%,55%,13%,3%,0%,84%,10%,59%,31%,0%,0%,69%,18%,54%,21%,8%,0%,72%,18,18,18,7,6,4,1,0,13,1,11,6,0,0,12,3,11,1,3,0,14,20,21,21,4,15,1,0,0,19,3,12,6,0,0,15,4,10,7,0,0,14
